0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
31.8,d_19510401,40,30.4,17,10.4,4.5,0,28.1,19.2,7.1,3,0.5
32.4,d_19510501,41.4,30.9,15,7.6,1.7,0,26.2,16.4,5.5,2.2,0.5
30,d_19510601,43.2,33.6,16.6,9,2.9,0,26.9,19.1,8.6,4.5,1.4
32.2,d_19510701,38.7,29,14.6,7.8,2.5,0,29.1,20.8,10.5,6.2,2.7
38.6,d_19510801,33,23.1,10.3,5.1,1.1,0,28.4,20.8,11.4,7.4,3.6
37.5,d_19510901,32.7,20.8,7.8,3.9,1,0,29.8,20.7,10.8,7.4,4.3
36.3,d_19511001,31.9,20.8,7.8,3.7,1.2,0,31.7,23.4,12.7,8,4.3
40.6,d_19511101,28.1,18.2,7,3.3,1.1,0,31.3,22.3,11.1,6.9,2.9
35.5,d_19511201,22.2,15.7,7.3,3.9,1.4,0,42.2,30.7,13.8,8.1,3.3
32.3,d_19520101,21.7,15.7,8.1,4.8,2.2,0,46.1,34.2,16.8,9.2,3.2
31.6,d_19520201,18.1,12.3,6.5,4.3,2,0,50.3,36.4,16,8.6,3.3
28,d_19520301,18.9,13.3,7.1,4.4,1.8,0,53,39.5,17.5,8,2.1
35,d_19520401,15.9,10.2,4.5,2.4,0.7,0,49.1,35.1,13.3,5.2,0.9
42.5,d_19520501,16.9,10.7,4.3,2.3,1.1,0,40.5,26.6,9.1,3.5,0.7
34.4,d_19520601,26.7,17.4,6.1,3.1,1.1,0,38.9,27.1,10.2,4.2,1.1
35.2,d_19520701,30.1,19.6,7.5,3.6,1.1,0,34.7,23.9,9.7,4.1,0.9
37.1,d_19520801,30.2,19.9,7.6,3.7,1.3,0,32.6,22.8,8.6,3.5,0.7
36.7,d_19520901,43.9,31.8,14.5,7.7,2.5,0,19.3,11.7,3.7,1.5,0.4
32.7,d_19521001,59.7,46.3,25.6,16.1,7.3,0,7.4,3.8,0.8,0.2,0
27.5,d_19521101,60.1,46.3,26.1,17.1,8.4,0,12.4,8.2,3.4,1.3,0.1
26,d_19521201,64.3,51.7,29.6,18.6,8,0,9.8,5.9,1.4,0.4,0.1
31.5,d_19530101,61.6,46.8,25,14.9,7,0,7,3.2,0.5,0.1,0
30.8,d_19530201,62.4,48.4,25,14.8,6.9,0,6.8,2.7,0.2,0,0
33.4,d_19530301,59.7,42.5,18.9,9.9,3.1,0,7,3.6,0.9,0.3,0.1
40.2,d_19530401,49.6,34.3,16.9,10.2,4.1,0,10.2,5.4,1.5,0.3,0
38.4,d_19530501,46.2,33.7,17,10.3,4.3,0,15.2,8.8,2.8,1.2,0.2
39.5,d_19530601,39.2,28.3,14.6,8.4,3.9,0,21.3,13.1,4.8,2.3,0.8
41.9,d_19530701,26.5,16.7,5.8,2.7,1,0,31.6,21,8.4,3.8,0.9
34.7,d_19530801,33.3,22.4,9.1,4.7,1.6,0,32,23.1,11.8,6.5,2
29.9,d_19530901,43.1,33.2,18.7,10.9,4.2,0,27.1,19.6,9.5,5,1.5
32.7,d_19531001,48.6,37,19.3,10.5,3.8,0,18.7,12.3,4.6,2.2,0.6
32,d_19531101,50,39.3,21.6,13,5.1,0,17.9,11,4.1,1.8,0.5
30.7,d_19531201,50.1,39.7,24.3,16.1,8.7,0,19.1,13.2,5.8,3.4,1.4
33.3,d_19540101,50,37.7,21.9,14.6,8.5,0,16.7,11.1,4.6,2.2,0.5
27.7,d_19540201,61.1,47.7,28.5,19.1,10.8,0,11.1,7.2,2.4,1,0.3
33.8,d_19540301,57.6,44.8,25.8,17.2,9.3,0,8.6,4.5,1.1,0.5,0.1
31.5,d_19540401,60,46.7,27.7,18.8,9.8,0,8.5,5,1.5,0.6,0.2
31,d_19540501,61.3,45.7,23.3,14.5,6.7,0,7.6,3.9,1.1,0.5,0.1
36.2,d_19540601,50.8,37.4,17.4,8.9,2.9,0,13,8,3.2,1.3,0.3
32.5,d_19540701,53.3,40.7,20.7,11.2,4,0,14.3,8.9,3.5,1.9,0.6
33.8,d_19540801,49.4,37.9,19.1,10.3,3.8,0,17,11.3,5.4,3.1,1.1
28.9,d_19540901,51.2,41,25.1,17.3,9.6,0,19.9,13.2,6.1,3.7,2
29.8,d_19541001,52.8,41.5,24.8,16.6,9.5,0,17.4,12.4,6.4,4,1.9
31.6,d_19541101,52,41,24.4,16,8.6,0,16.4,10.8,5.1,3,1.5
29.9,d_19541201,57.4,44.5,25.5,16.7,8.6,0,12.6,8.7,4.3,2.6,1.4
32.1,d_19550101,57.1,45.4,25.8,16.6,7.7,0,10.7,6,2.5,1.7,1
32.8,d_19550201,54.6,42.6,25.7,16.5,8.1,0,12.7,7.8,3.2,2,1.2
31.5,d_19550301,58.9,45.6,26.6,17.7,9,0,9.7,6,3.1,2,1
31.6,d_19550401,54.8,40.8,20.9,12.2,5.1,0,13.5,9.1,4.4,2.5,1.1
35.8,d_19550501,52.4,37.4,15.8,7.2,1.8,0,12,6.3,2.1,1.2,0.5
40.7,d_19550601,50.4,34.2,13.2,6,1.5,0,9,3.9,0.6,0.1,0
43,d_19550701,49.6,32.6,11.3,4.8,1.4,0,7.4,2.7,0.4,0.1,0
48.8,d_19550801,37.5,24.5,9.4,4.5,1.5,0,13.9,6.5,1,0.2,0
48.3,d_19550901,39,24.2,8.6,3.8,1.1,0,12.7,6.2,1.4,0.5,0.2
43.5,d_19551001,39.5,26.2,10.5,5.1,1.6,0,16.9,10.1,3.2,1.4,0.5
40.7,d_19551101,43.3,28.6,10.9,5.9,2.1,0,16.1,9.6,3.8,2,0.7
37.2,d_19551201,41.3,28.6,12.3,6.9,2.3,0,21.5,15.8,9.1,5.6,1.8
32.3,d_19560101,43.1,32,15,7.8,2.6,0,24.8,18.6,10.8,6.9,1.9
32.9,d_19560201,43.3,31.7,14.6,7.5,2.4,0,23.9,17.8,11,7.1,2.3
31.1,d_19560301,46.8,35.8,19.3,12.2,5.1,0,22,16.7,10,6.6,2.5
24.1,d_19560401,55.2,43.8,26,16.4,8,0,20.7,15.7,8.2,4.9,2
21.7,d_19560501,57.5,47.3,30.9,21.1,9.6,0,20.9,16,8.1,4.4,1.1
20.7,d_19560601,60,49.8,32.7,23.8,13.9,0,19.3,15,8,4.6,1.1
25,d_19560701,55.8,44.7,27.7,19.4,10.1,0,19.2,14.9,7.4,3.6,0.9
24.1,d_19560801,55.9,44.8,27.5,19,10.3,0,20,15.1,7.8,4.2,1.6
31,d_19560901,57.4,47.5,33.4,25.1,15.3,0,11.6,7.4,3.3,1.9,0.9
26.2,d_19561001,60.6,51.2,37,28.6,17.8,0,13.2,7.9,3.4,2,0.9
24.7,d_19561101,69.3,57,40.2,31.5,20.6,0,6,3.3,1,0.4,0.1
27.4,d_19561201,67.2,54.4,36.5,26.8,16,0,5.5,2.7,0.6,0.2,0
28.1,d_19570101,65.7,52,30.2,20.3,10.7,0,6.2,3.1,0.7,0.2,0
24.2,d_19570201,68.1,55.5,33.1,21.3,9.1,0,7.7,4,0.8,0.2,0
30,d_19570301,61.9,46.7,21.2,10.8,3.6,0,8.1,4,0.7,0.1,0
41.7,d_19570401,47,33.8,15,7.9,2.6,0,11.3,4.6,0.5,0.1,0
42.1,d_19570501,30.8,20.1,7.8,3.9,1.2,0,27.2,17.3,6.6,3,0.8
36.6,d_19570601,20.6,11.1,4.1,2.1,0.6,0,42.8,30.7,15.1,8.9,3.5
36.4,d_19570701,22.7,13.4,3.9,1.8,0.4,0,40.9,30.2,16.5,10.7,4.7
36.3,d_19570801,18.3,11.7,5.1,3,1.2,0,45.3,33.6,18.8,12.2,5.7
34.8,d_19570901,15.7,10.2,4.9,3.1,1.7,0,49.6,36.7,19.3,12.5,5.7
29.2,d_19571001,13.1,8.9,4.4,2.6,1.4,0,57.6,44.5,24.8,15.6,6.5
25.1,d_19571101,12.2,8.3,3.6,1.7,0.5,0,62.4,50.3,29.9,20,10.2
29.7,d_19571201,9,3.9,0.7,0.2,0,0,61.2,48.1,28,18.2,9
35.5,d_19580101,8.9,3.8,0.6,0.1,0,0,55.6,40.2,17.2,8.6,2.7
43,d_19580201,12.2,5.6,0.7,0.1,0,0,44.9,28.7,9.7,4.2,0.9
43.5,d_19580301,16.7,9.5,2.8,1.1,0.2,0,39.8,25.6,10,4.5,1.1
34.1,d_19580401,15.3,10.3,3.9,1.7,0.4,0,50.6,36.1,14.2,6.3,1.4
30.5,d_19580501,21.1,15.6,8.3,4.7,1.4,0,48.4,34.6,14.6,7,1.9
32.5,d_19580601,17,12.1,6.5,3.8,1.4,0,50.6,35.1,13.7,6.5,1.4
31.7,d_19580701,14.2,9.5,4.8,2.8,1.1,0,54.1,38.2,14.9,6.8,1.4
34.5,d_19580801,20.9,14.4,7.6,4.9,2.5,0,44.7,31.1,13,6.5,1.8
33.4,d_19580901,19.3,14.2,8.3,5.3,2.8,0,47.2,34.5,14.8,7.2,2.4
35.6,d_19581001,22.3,15.9,8.9,5.5,2.5,0,42.1,29.6,13.3,7.1,2.7
39.4,d_19581101,22,15.4,7.4,4.2,1.8,0,38.6,26.3,10.1,4.5,1.4
45.5,d_19581201,28.7,18.8,8.9,5.8,3.3,0,25.8,14.9,4.2,1.7,0.4
39.8,d_19590101,38.2,26.1,11.9,7.8,4.2,0,22.2,13.2,4.2,1.7,0.2
43.6,d_19590201,30.6,19.7,8.2,3.9,1.2,0,25.8,16,6.1,2.9,0.8
41,d_19590301,37.2,25.6,11.5,6.5,2.4,0,21.9,12.9,3.5,1,0.1
33,d_19590401,54.3,41.2,21.1,12.8,7.5,0,12.6,7.3,2.1,0.6,0.1
33.2,d_19590501,50.1,35.5,14,6.5,2.4,0,16.8,9.9,3.2,1.5,0.3
32.5,d_19590601,54.9,41.2,17.4,7.8,2.7,0,12.5,7.1,2.5,1.4,0.6
37.4,d_19590701,48,34.3,14.1,6.8,2.4,0,14.6,8.3,2.6,1.4,0.6
38.4,d_19590801,45.5,31.4,12.3,5.8,1.6,0,16.1,9.1,2.7,1.3,0.5
44.7,d_19590901,32,19.4,6.2,2.2,0.5,0,23.3,15.3,5.6,2.3,0.6
43.6,d_19591001,23.4,13.5,3.8,1.4,0.3,0,33,22.9,10.8,6.2,2.3
40.2,d_19591101,29.4,20.6,11.3,8.1,5.4,0,30.4,20.6,8.6,4.6,1.9
39.1,d_19591201,25.9,17.6,9.3,6.5,3.9,0,35,23.6,9,4.2,1.1
40.1,d_19600101,21.8,14.4,6.1,2.8,0.9,0,38,26.1,11,5.5,1.4
39.5,d_19600201,21.3,12.4,3.1,1,0.2,0,39.2,28,11.9,6,2
42.5,d_19600301,20.7,11.9,3.3,1.2,0.3,0,36.9,25.1,11.1,6,2.3
41.4,d_19600401,22.1,12,3.2,1.1,0.2,0,36.3,25,11.2,6.1,2
40.4,d_19600501,24.5,15.1,5,2.3,0.7,0,35.1,24.6,10.9,5.4,1.5
40.4,d_19600601,29.4,20,9,5.5,2.2,0,30.3,20,8.6,5,1.7
40.3,d_19600701,41,28.1,12.3,6.8,2.8,0,18.8,11.7,4.8,2.1,0.7
43.8,d_19600801,35.5,22.9,9.3,5.1,2.1,0,20.8,12.7,4.9,2.5,1.1
38.6,d_19600901,40.8,29.5,14.3,7.7,2.9,0,20.5,12.5,4,2.1,0.9
40.2,d_19601001,39.2,27.1,12.4,6.8,2.6,0,20.5,12.5,4.7,2.7,1.2
38.8,d_19601101,43.4,30.3,13.6,7.3,2.6,0,17.8,11.2,4.7,2.4,0.9
40,d_19601201,43.9,30.8,13.2,6.7,2.1,0,16.1,9.6,4.1,2.3,0.9
36.9,d_19610101,48.4,36.2,17.9,10.7,4.6,0,14.7,9.4,4.4,2.6,0.9
34.6,d_19610201,47.6,35.7,17.6,10.5,4.3,0,17.7,11.3,6.3,4.2,1.9
34,d_19610301,41.4,29.7,14,7.9,3.1,0,24.6,17.4,7.7,4.5,1.7
42.2,d_19610401,37,25.4,9.3,4.3,1.2,0,20.8,12.9,4.3,1.5,0.3
44.6,d_19610501,35,25.3,11.7,6.1,1.7,0,20.5,10.5,1.9,0.4,0.1
37.6,d_19610601,37.3,27.9,14.6,8.5,3.2,0,25.2,15.2,3.8,0.8,0.1
39.3,d_19610701,36.7,26.3,12.5,6.7,2.2,0,24.2,14,3.3,0.8,0.1
35.2,d_19610801,35.8,28.3,15.6,8.9,3.7,0,29.1,17.7,4.8,1.6,0.2
40.4,d_19610901,27,17.4,5.8,2.4,0.5,0,32.7,21.5,8.4,3.4,0.8
39.7,d_19611001,22.3,14.5,5.9,3.1,1.1,0,38.1,25.3,9.9,4.9,1.1
44.8,d_19611101,20.6,11.8,3.9,2,0.8,0,34.6,21.7,7,3.2,0.8
47.9,d_19611201,21.6,11.7,3.7,1.9,0.8,0,30.7,17.9,5.4,2.1,0.5
40.9,d_19620101,24.6,14.8,4.4,2.2,1,0,34.5,22.3,8.8,4.4,1.4
37.1,d_19620201,21.3,12.6,4.8,2.4,1.1,0,41.7,30,13.8,7,2.3
42.3,d_19620301,18.8,11.2,3.6,1.5,0.6,0,38.9,26.7,11.5,6.4,2.2
44.3,d_19620401,24.6,14.4,4.6,1.7,0.3,0,31.1,20.5,7.7,3.4,0.8
39.2,d_19620501,24.7,15.6,5.9,2.9,1.1,0,36,25.2,11.3,6.3,2.2
45,d_19620601,25.9,14.9,4.1,1.3,0.2,0,29.2,18.3,6,2.5,0.6
38.5,d_19620701,26.2,15.5,4.1,1.3,0.2,0,35.4,24.9,10.9,5.7,2.4
37,d_19620801,34,23.3,11.1,5.5,1.4,0,29.1,20,8.6,4.6,2.1
38.9,d_19620901,33.5,21.2,7.2,3,0.8,0,27.6,17.9,7.1,3.7,1.7
38.5,d_19621001,31.3,20,7.2,3.3,0.9,0,30.1,20.6,8,3.8,1.2
37,d_19621101,37.8,26.9,13,7.7,3.2,0,25.1,16.1,5.7,2.5,0.7
37.5,d_19621201,41,29.1,13.3,8.1,4.1,0,21.6,13.3,4.8,2.2,0.7
35.1,d_19630101,43.1,31.6,15.3,8.6,3.5,0,21.8,15.1,6.9,4,1.8
37.5,d_19630201,43.6,32.2,15.3,8.4,3.5,0,18.9,11.4,3.6,1.6,0.3
42.1,d_19630301,43.9,31.5,15.6,9.2,3.6,0,14.1,7.5,2,0.9,0.3
36.1,d_19630401,52.3,38.2,16.6,8.7,3.1,0,11.6,5.8,1.2,0.3,0
36.7,d_19630501,50.1,36.3,16.9,9.5,3.3,0,13.3,5.6,0.9,0.2,0
31,d_19630601,52.5,40.8,21.6,12.2,4.1,0,16.2,10.2,3.1,1.2,0.2
32.2,d_19630701,54.7,42.6,22.1,12.3,4.2,0,13.1,7.8,2,0.6,0
34.8,d_19630801,51.5,38.2,18.9,10.8,4,0,13.6,7.7,2,0.7,0.1
35.9,d_19630901,45.3,34.2,18.8,11.6,4.3,0,18.8,11.6,4.7,2.2,0.6
30.4,d_19631001,48.8,38.6,23.2,16,8.2,0,20.8,13.8,5.3,2.7,0.7
32.4,d_19631101,45.4,33.3,16.2,8.9,3.2,0,22.3,15.8,8.1,4.6,1.1
32,d_19631201,48.8,38.3,22.7,15,7.6,0,19.3,11.9,4.2,2.4,0.8
38.6,d_19640101,46.9,35.9,19.3,12,6.2,0,14.6,8.1,2.5,1,0.1
37,d_19640201,48.6,36,19.4,12.6,6.1,0,14.4,7.7,1.6,0.4,0
37.6,d_19640301,53.1,35.7,13,6,1.8,0,9.2,4.5,0.5,0.1,0
43.5,d_19640401,41.9,26.7,9.2,3.9,0.9,0,14.4,8.1,1.8,0.5,0
40,d_19640501,47.7,30.5,9.8,4.3,1.1,0,12.4,7.1,2.3,0.7,0.1
35.5,d_19640601,47.7,31.9,10.5,4.2,1,0,16.8,10.6,3.1,0.9,0.2
40,d_19640701,39.4,26.6,9.9,4.4,1.3,0,20.8,13.3,6.3,3.9,1.5
35.1,d_19640801,42.3,30.6,15.9,9.5,3.6,0,22.7,14.7,7.2,4.6,2
39.6,d_19640901,33.5,24.1,11.1,5.8,1.7,0,26.9,17.4,7.6,4.6,2.1
36.5,d_19641001,42.5,31.1,17,10.1,4.3,0,21,14.2,7.1,4.4,2
40.7,d_19641101,32.2,22.7,11.5,7,3.2,0,26.8,16.9,7.2,4.1,1.3
30.2,d_19641201,33.2,24.3,12.1,7.2,3.1,0,36.6,27.4,14.9,9.4,4
31.9,d_19650101,37.7,29,15.9,10.2,4.8,0,30.5,22.4,12.7,8.3,3.8
35.7,d_19650201,31.6,23.6,13.5,9,4.2,0,32.7,23,11.4,7.3,3.3
35.9,d_19650301,36,27.3,16,10.1,4.8,0,28.1,18,7.4,4.2,2
40.2,d_19650401,29.3,21,11.9,8.4,4.7,0,30.5,19.7,7.6,3.6,0.7
44.1,d_19650501,27.5,17.1,7.4,5,3.1,0,28.4,17.4,5.7,2.3,0.4
42.3,d_19650601,23.7,14.7,6.2,4.1,2.2,0,33.8,21.4,7.7,3.6,0.9
37.4,d_19650701,18.8,11.7,5.5,4,2.5,0,43.9,31.6,14.1,7.1,1.7
37.1,d_19650801,18.8,11.4,4.7,3,1.3,0,44.2,32.7,16.2,8.6,2.9
34.9,d_19650901,18.9,11.7,5.6,3.4,1.9,0,46.3,35.6,18,9.8,2.8
36.6,d_19651001,24.8,16.7,7.6,4.7,2.4,0,38.8,28.1,12.5,6.2,1.4
30.8,d_19651101,26.8,18.7,8.6,4.7,1.7,0,42.5,31.7,15.3,8.2,2.2
25.4,d_19651201,27.7,20.3,10.6,6.9,3.6,0,46.7,37.8,20.9,12.5,5.5
33.1,d_19660101,23.8,16.3,8.4,5.1,2.1,0,43.2,32.8,15.5,8.3,2.5
35.3,d_19660201,22.4,14.1,5.2,2.1,0.7,0,42.3,31,13.6,6.5,2.4
40.9,d_19660301,29.3,19.2,8.2,4.4,1.4,0,29.6,19.7,7.5,3.9,1.3
43.2,d_19660401,30.3,19.5,8.3,4.3,1.6,0,26.5,16.1,6.5,3.7,1.4
35.9,d_19660501,43.9,32,16.4,9.8,4.1,0,20.1,12.5,4.4,2.2,0.8
28.7,d_19660601,59.5,48.5,30.6,20.9,9.8,0,11.8,7,2,0.9,0.3
31.4,d_19660701,55.2,43.5,25.7,16.4,7.3,0,13.3,8.4,3.1,1.4,0.4
31.2,d_19660801,50.9,40.3,23.5,14.9,6.8,0,17.8,11.1,4.1,2.1,0.8
32.5,d_19660901,52.8,40.4,22.4,13.6,5.8,0,14.7,8.5,2.5,0.8,0.1
31.8,d_19661001,56.5,43.6,24.7,15.1,7,0,11.5,5.8,1,0.2,0
35.7,d_19661101,56.4,42.3,20.6,11.3,4,0,8,3.2,0.5,0.1,0
47.3,d_19661201,41.5,27.9,11.2,5.6,1.7,0,11.3,5,0.9,0.2,0
42,d_19670101,43.4,29,11.4,5.4,1.6,0,14.5,7.6,1.4,0.4,0.1
44.5,d_19670201,41.7,28.5,11.2,5,1.3,0,13.8,6.7,1.2,0.3,0
41.9,d_19670301,43,29.3,11.4,4.9,1.3,0,15.1,7.5,1.6,0.5,0.1
38.6,d_19670401,39.3,27,9.3,4,1.2,0,22,13.1,3.1,1,0.1
40.1,d_19670501,42.6,30.8,15.7,9.3,3.7,0,17.4,9.5,1.8,0.5,0
37.9,d_19670601,35,24.8,11.5,6.5,2.7,0,27.1,17.4,6.6,3.1,0.9
41.2,d_19670701,29.5,19.4,8.1,4,1.1,0,29.3,19.3,7.3,3.2,0.9
46.8,d_19670801,26.4,16,5,2,0.5,0,26.8,16.3,5.1,2.1,0.5
47.5,d_19670901,27.8,16,4.3,1.8,0.4,0,24.7,14.3,4.5,1.8,0.4
49,d_19671001,25.5,14.5,4.3,1.9,0.5,0,25.5,14.7,4.1,1.5,0.3
43.9,d_19671101,25.4,16.2,5.8,2.8,0.7,0,30.7,19.3,7,3,0.5
41,d_19671201,18.3,11,3.6,1.5,0.4,0,40.9,27.7,11.9,5.5,1.3
42.2,d_19680101,20.9,12.9,6,3.8,1.9,0,36.8,23.8,8.8,4.3,1.3
42.3,d_19680201,24.5,15.6,6.8,3.8,1.4,0,33.3,21,7.7,3.4,1
40.9,d_19680301,38.1,27.2,14.5,9.5,5.3,0,21,13.1,5,2.4,1
43.2,d_19680401,38.5,26.2,11.5,6,2.2,0,18.2,11,4,2.1,1.1
44.7,d_19680501,33,21.4,9.6,5,1.4,0,22.4,13.7,5.8,3.1,1.2
42.7,d_19680601,31.7,20.6,8.5,4.1,1.1,0,25.6,16.4,6.4,2.7,0.7
40.1,d_19680701,31.6,20.3,7.8,4,1.4,0,28.3,18.2,6.2,2.5,0.6
38.2,d_19680801,25,15.3,5.1,2.1,0.4,0,36.8,26.1,10.4,4.3,0.9
36.3,d_19680901,34.7,23.8,9.7,5.2,2.2,0,29,19.4,8.4,4.2,1.2
40.5,d_19681001,32.3,20.3,7.8,4.1,1.6,0,27.3,17.2,7.2,3.8,1.2
47.9,d_19681101,20.2,11,3.3,1.4,0.3,0,32.1,20.3,7.5,3.6,1.1
44.4,d_19681201,16.4,9,2.2,0.8,0.1,0,39.1,25.7,10,5.3,2
34.7,d_19690101,15.5,8.8,2.6,0.9,0.1,0,49.7,37.9,18.3,10.1,4.1
32.2,d_19690201,18.4,11.4,3.7,1.3,0.2,0,49.4,38.6,20.9,12.4,5.8
38.7,d_19690301,19.2,11.6,4,1.5,0.3,0,42.3,29.9,12.8,6.9,2.9
38.1,d_19690401,19.7,11.5,2.8,0.9,0.1,0,42.1,29.7,13.3,7,2.8
46,d_19690501,22.1,14.3,6.1,3.2,0.8,0,32,19.7,6.9,3.6,1.4
43.8,d_19690601,14.3,7.9,3.1,1.5,0.4,0,41.8,26.4,8.3,3.8,1.3
43,d_19690701,11,5.8,1.9,1,0.3,0,46,30.8,11.5,5.4,1.6
48.8,d_19690801,15.6,8.1,2.4,1,0.2,0,35.5,21.4,7.7,3.8,1.3
47.8,d_19690901,22.8,13.6,4.4,2.1,0.5,0,29.3,18.6,7.7,4.3,1.6
42.5,d_19691001,27.4,17,6.1,2.7,0.8,0,30.1,19.5,6.8,3.1,0.9
42.1,d_19691101,34.3,22.1,8,3.7,1.1,0,23.5,14.6,5.3,2.5,0.7
48.5,d_19691201,20.9,10.7,2.5,0.7,0.1,0,30.7,18.5,6.1,2.8,0.9
46,d_19700101,24.1,13.4,3.2,1.1,0.1,0,29.9,19.5,7.4,3.2,1
46.2,d_19700201,24.6,14.6,4.3,1.9,0.6,0,29.2,17.9,6,2.5,0.6
44.3,d_19700301,30.6,17.9,5.4,2,0.4,0,25.2,14.8,5,2.4,0.9
45.8,d_19700401,29.9,19.5,7.7,3.8,1,0,24.4,13.5,4.4,1.7,0.5
49.1,d_19700501,26.2,15.1,4,1.4,0.3,0,24.8,14.3,4.1,1.6,0.4
48.2,d_19700601,24.8,15.2,4.4,1.7,0.3,0,27,15.7,3.9,1.2,0.1
45.1,d_19700701,35.7,21.9,6.5,2.6,0.8,0,19.2,10.2,2.5,0.9,0.1
42.8,d_19700801,35.5,20.7,5.7,2.4,0.7,0,21.7,12.5,3.2,1.1,0.3
47.6,d_19700901,31.5,18.5,5.3,2.2,0.7,0,20.8,12.1,4.4,2.1,0.6
48.4,d_19701001,25.4,14.8,4.6,1.8,0.6,0,26.3,14.7,4.2,1.8,0.6
47.2,d_19701101,19.4,10.5,2.8,1.1,0.3,0,33.4,19.5,5.7,2.4,0.8
43.9,d_19701201,24.5,15.2,5.8,3,1.1,0,31.5,19.9,6.4,2.8,1
41,d_19710101,30.8,19.7,8,4.2,1.9,0,28.4,17.6,5.9,3.1,1.1
44.5,d_19710201,24.1,15.9,6.6,3.5,1,0,31.5,20,7,3,0.9
41,d_19710301,30.4,20.3,8.8,4.7,1.6,0,28.6,18.4,6.6,2.7,0.8
39,d_19710401,32.2,22,9.4,4.7,1.4,0,28.8,17.8,5,2,0.6
37.8,d_19710501,29.1,20.3,9.5,5,1.6,0,33.3,22.5,9,4.3,1.3
31.5,d_19710601,40.5,32.1,19.5,12.3,5.1,0,27.9,19.2,7.6,3,0.7
34.7,d_19710701,42.5,33.5,19.6,12.4,5.8,0,22.8,14.8,5.2,1.7,0.3
38.4,d_19710801,42,29.5,13,6.6,2,0,19.5,12.6,4.4,1.6,0.2
40.6,d_19710901,35.7,25.3,11.2,5.4,1.4,0,23.7,14.9,5.5,2.1,0.2
42.7,d_19711001,26.7,18.1,7.7,3.4,0.8,0,30.5,19.7,7,3.3,1.1
39.8,d_19711101,30.5,20.6,9.6,5.3,2,0,29.7,19.1,7,3.3,1.1
44.5,d_19711201,17.4,9.8,2.8,1.1,0.2,0,38.1,23.5,7.9,3.4,0.9
43.5,d_19720101,15.8,7.9,1.9,0.7,0.1,0,40.6,25.9,8.6,3.5,1.1
42,d_19720201,21.7,12.5,3.5,1,0.1,0,36.2,24.3,9.4,4.1,1.3
40.9,d_19720301,22.4,13.3,4.9,2.2,0.5,0,36.8,24.4,9.6,4.7,1.2
43.8,d_19720401,23.8,14,5,2.1,0.5,0,32.5,21.7,9.7,5.1,1.7
41.2,d_19720501,25.2,16.7,8.6,4.8,1.6,0,33.3,22.4,11,6.6,3
37.8,d_19720601,28.9,18.2,6.7,3.3,1.1,0,33.3,23.5,11,6,2
38.5,d_19720701,33.8,23.9,11.9,7.1,3.2,0,27.6,18.8,9,5,1.5
37.8,d_19720801,30.3,21.4,10.8,6.6,2.8,0,31.7,21.3,9.3,4.8,1.9
35.8,d_19720901,34.1,26.2,17,12.3,7.3,0,30.1,20.1,8.4,4.2,1.6
43.3,d_19721001,24.7,14.4,4.8,2.5,1,0,32,21.4,8.6,3.9,1.1
47.1,d_19721101,13.3,6.1,1.5,0.7,0.1,0,39.6,26.2,11,5.3,1.5
40.6,d_19721201,9.4,4.2,1,0.3,0,0,49.9,35.2,16.8,9,2.8
36.2,d_19730101,8.1,4,0.9,0.2,0,0,55.7,40.7,19.2,10.4,3.4
33.3,d_19730201,11.7,7.2,2.5,0.8,0.1,0,54.9,41.5,22,12.8,4.3
25.1,d_19730301,10.1,6.9,2.4,0.8,0.1,0,64.8,52.5,32.9,22.1,9.1
17.4,d_19730401,10.4,8,3.7,1.6,0.3,0,72.2,61.2,39.8,27,12.4
17.2,d_19730501,14.1,10.7,5.5,2.9,0.9,0,68.7,60.1,40.7,27.6,12.7
19.3,d_19730601,14.8,11.7,7.2,4.4,1.6,0,65.9,57.1,39.5,26.4,11.4
20.5,d_19730701,14.5,11.4,7.2,5.2,2.1,0,65.1,53.8,32.3,19.4,7
32,d_19730801,15.8,11.5,6.9,4.4,1.8,0,52.1,38.9,19.6,10.2,2.8
33.1,d_19730901,15.1,11,7.5,5.6,3,0,52.1,39.3,20.3,12.1,4.6
35,d_19731001,16.1,11.1,5.9,3.7,2,0,49,35.9,18.5,11.8,5.5
34.7,d_19731101,11,5.9,1.4,0.6,0.2,0,54.4,42,24,15.9,7.7
27.6,d_19731201,18.5,13.6,7.4,4.3,1.5,0,54,41.4,20.9,11.7,3.5
29.9,d_19740101,17.6,11.4,4.1,1.8,0.4,0,52.6,40,21.7,12.6,4.3
31.4,d_19740201,20.3,14.2,6.8,3.8,1.5,0,48.3,37.2,20.8,12.5,4.6
30.8,d_19740301,19.6,13.4,6.7,4.1,1.6,0,49.7,38.6,22.2,13.9,6.5
29.5,d_19740401,20.4,15.1,9,6.2,3,0,50.1,38.7,20.9,13.1,6.3
25.7,d_19740501,21,16,9.1,5.9,2.7,0,53.4,42.6,26.5,17.4,8.2
32.1,d_19740601,28.8,21.9,11.6,7.3,3,0,39.1,29.5,16.8,10.8,4.8
34.7,d_19740701,32.7,23.8,11.8,6.6,2.5,0,32.6,24.4,13.6,8.4,3.9
34,d_19740801,30.8,21.8,9.3,4.5,1.6,0,35.2,25.3,12.2,6.3,2
